	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
B0348.9	11.3295513608507	0.142139815625554	0.415144153602092	0.342386649052493	0.732059934543874	1
egl-8	787.026060976918	0.13192499804897	0.160182789387105	0.823590340471309	0.410172366361908	1
cyp-29A3	252.517036058869	0.554403028593137	0.244982543094183	2.26303075146051	0.0236337937033469	1
rps-27	634.644229698687	-0.181600681563798	0.249743792495215	-0.727147929281476	0.467135340297757	1
W03F9.2	19.6524416159434	-0.0422080086668743	0.322950223207619	-0.130695090554991	0.896016516201545	1
W03F9.11	31.4207680752391	0.258769422762262	0.258902858679608	0.999484610104244	0.317559990669779	1
W03F9.9	119.669650892243	-0.0734180470783446	0.231718926713122	-0.316840959518336	0.751364282942748	1
W03F9.4	83.3131042509393	-0.0317156698984279	0.264249876928916	-0.12002151246776	0.904466106655257	1
Y108G3AL.3	46.6104304964846	-0.179793433564921	0.252183184647608	-0.712947747948214	0.475878091221202	1
Y108G3AL.2	49.0788852194288	-0.146292199576286	0.273755842392405	-0.534389324069984	0.593072203701898	1
trpp-1	62.1578305817007	-0.0200098656932844	0.18255232134362	-0.109611674866734	0.912717351249021	1
lec-12	392.376309780557	-0.155130012779385	0.103545387789519	-1.49818370562987	0.134085527923915	1
DC2.5	1036.69983221716	0.344034163409856	0.181708992886218	1.89332491444318	0.058314673872273	1
srh-77	6.41836937060054	0.235928411958798	0.566290959764872	0.416620480850969	0.676956026336675	1
R02C2.7	67.9928819153532	-0.00858941497421345	0.485359374257261	-0.0176970208669766	0.985880557280427	1
oac-39	4.60516970112271	-0.116271419330547	0.65861281154656	-0.176539868784996	0.859869829751702	1
nhr-204	76.3809105663647	-0.221245219506115	0.185497101873535	-1.19271523528681	0.232980916841719	1
lgc-26	112.203229426076	0.36795331648137	0.667498679908786	0.551242013739489	0.581467782733245	1
npr-5	61.6158940040129	0.146638003216401	0.361252504220381	0.405915534157639	0.684804663724666	1
F33E11.3	50.2017447363119	-0.137548546598836	0.369041075700136	-0.372718799222775	0.709357743305497	1
abt-4	660.858767391884	0.1251485537758	0.242531168692906	0.516010187269016	0.605847294136469	1
dmd-8	16.578120435696	-0.137872239497387	0.400100150531821	-0.34459432048232	0.73039937616261	1
atg-9	84.8081640101069	0.403288422933623	0.355545140385375	1.13428191564227	0.256676312474608	1
T22H9.1	53.6783162010543	-0.38253664558658	0.26417009460552	-1.44806945751302	0.147597626355324	1
ZK6.8	169.11787591875	-0.00675558017041335	0.228111477062409	-0.029615257668798	0.976373896791083	1
lipl-5	38877.4906528866	-0.311524964582657	0.238178649627632	-1.30794664034621	0.190891408462556	1
ZK6.6	53.1562520720584	0.0546265084454488	0.300247246668831	0.181938415927261	0.855631056047994	1
dod-19	70199.2884547598	-0.0764835999207198	0.238515581232308	-0.320665004464537	0.748464270240619	1
ZK6.11	36461.8839098253	-0.17200965065549	0.230958934719645	-0.744762920145471	0.456415054443512	1
Y39D8A.1	178.878757044673	-0.156400945333696	0.199936264375437	-0.782254013909197	0.434065306635938	1
B0554.5	81.0926908682598	0.00506394665984053	0.354478183722439	0.014285637007793	0.988602098471098	1
srh-35	6.22625096407047	0.217716422952305	0.623850696062433	0.348988026023644	0.727098298965034	1
M02H5.8	1223.05734542537	-0.371657750463034	0.349969175287659	-1.0619728156274	0.288248026394829	1
nhr-123	30.8548717920759	0.154134850656648	0.392395550840405	0.392804786717213	0.694463668984738	1
nhr-98	72.3610405924253	0.157919381236919	0.225121515976592	0.701485064863098	0.483000351985401	1
nhr-203	140.400932569008	-0.169887401269516	0.145767693209235	-1.16546676104465	0.243830107211989	1
nhr-202	94.0907647920329	0.0637688733870964	0.22890493660707	0.278582342226021	0.780565365304135	1
nhr-201	52.9975580963489	-0.7536908652242	0.255220676248973	-2.95309485227192	0.0031460527836169	0.585674102884438
nhr-99	167.248679128342	-0.084050238004642	0.26593222237825	-0.316058871140079	0.751957823827848	1
nhr-55	289.862232196365	-0.13681487665856	0.159775507708207	-0.856294425979364	0.391834943658695	1
nhr-130	118.866922449584	-0.155926923557135	0.16553633342074	-0.941949844695535	0.346218318936574	1
nhr-212	258.645064612339	0.0889039852737789	0.154675370929729	0.574777902515384	0.565441513315853	1
nhr-211	55.8816795020543	0.0260413569168234	0.197078035869316	0.13213728664361	0.894875703997657	1
nhr-106	304.002293250519	0.126814558611947	0.205157009816994	0.61813417306613	0.536486897613779	1
nhr-131	380.124345502154	0.031103769512976	0.215300907962233	0.144466504146987	0.885132104769676	1
pqn-60	480.228509127593	-0.255617299241057	0.354382048461886	-0.721304310843355	0.470722305275549	1
nhr-210	129.530755329962	-0.000233490077376716	0.139307980869521	-0.00167607107589484	0.998662689391867	1
lipl-3	185.575402808736	-0.00346007772634568	0.397965084885027	-0.00869442535981594	0.993062939639365	1
nhr-58	128.150335366041	0.146200935707188	0.174052793518288	0.839980403370122	0.400919374199132	1
nhr-132	390.111379627373	0.0362087225201701	0.158960340922263	0.22778463049395	0.819813675716384	1
C14C6.5	2449.30955970475	-0.361300329031873	0.398811007287127	-0.905943723794344	0.364965639913724	1
C14C6.2	1140.88744649295	-0.0194437166991957	0.195477493331251	-0.0994678024965609	0.920766850978751	1
pqn-97	3.54719321859505	0.121227374341422	0.780037910252146	0.155412157214558	0.876496400540347	1
nhr-90	425.832700831249	0.0248394876265317	0.181487530593926	0.136866084106403	0.891136647468088	1
nhr-250	8.37179381938126	0.551454332094755	0.421628623184578	1.30791483730302	0.190902196406633	1
